Aperture Basic Info,,,,,Detector Frame,,,,Science Frame,,,,,,V-Frame,,Frame Relationships,,,,,,Vertices,,,,,,,,,
InstrName,AperName,DDCName,AperType,AperShape,XDetSize,YDetSize,XDetRef,YDetRef,XSciSize,YSciSize,XSciRef,YSciRef,XSciScale,YSciScale,V2Ref,V3Ref,V3IdlYAngle,VIdlParity,DetSciYAngle,DetSciParity,V3SciXAngle,V3SciYAngle,XIdlVert1,XIdlVert2,XIdlVert3,XIdlVert4,YIdlVert1,YIdlVert2,YIdlVert3,YIdlVert4,UseAfterDate,Comment
MIRI,MIRIFU_2ASLICE15,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE16,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE17,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_CHANNEL2B,,COMPOUND,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE01,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE02,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE03,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE04,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE05,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE06,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE07,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE08,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE09,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE10,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE11,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE12,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE13,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE14,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE15,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE16,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2BSLICE17,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_CHANNEL2C,,COMPOUND,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2CSLICE01,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2CSLICE02,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2CSLICE03,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2CSLICE04,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
