Aperture Basic Info,,,,,Detector Frame,,,,Science Frame,,,,,,V-Frame,,Frame Relationships,,,,,,Vertices,,,,,,,,,
InstrName,AperName,DDCName,AperType,AperShape,XDetSize,YDetSize,XDetRef,YDetRef,XSciSize,YSciSize,XSciRef,YSciRef,XSciScale,YSciScale,V2Ref,V3Ref,V3IdlYAngle,VIdlParity,DetSciYAngle,DetSciParity,V3SciXAngle,V3SciYAngle,XIdlVert1,XIdlVert2,XIdlVert3,XIdlVert4,YIdlVert1,YIdlVert2,YIdlVert3,YIdlVert4,UseAfterDate,Comment
NIRSPEC,F140X_GWA_OTE,None,TRANSFORM,,,,,,,,1.96614012122000E-01,3.47495883703000E-01,4.26082999999999E+03,-9.10878199999999E+03,,,,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_SKY_OTEIP,None,TRANSFORM,,,,,,,,1.05390000000000E-01,-1.19130000250000E-01,-2.29600000000000E+00,2.29530000000000E+00,-5.18289805611000E-07,-1.92704532397000E-09,2.07500000000000E-01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_CLEAR_OTEIP_MSA_L0,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_CLEAR_OTEIP_MSA_L1,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F070LP_OTEIP_MSA_L0,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F070LP_OTEIP_MSA_L1,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F100LP_OTEIP_MSA_L0,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F100LP_OTEIP_MSA_L1,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F170LP_OTEIP_MSA_L0,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F170LP_OTEIP_MSA_L1,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F290LP_OTEIP_MSA_L0,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F290LP_OTEIP_MSA_L1,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14764658921000E-01,6.05300266496000E-01,5.52684591413000E-06,-3.46028872881000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F110W_OTEIP_MSA_L0,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14735977446000E-01,6.05268897344000E-01,5.53924093276000E-06,-3.49342978352000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F110W_OTEIP_MSA_L1,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14735977446000E-01,6.05268897344000E-01,5.53924093276000E-06,-3.49342978352000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F140X_OTEIP_MSA_L0,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14735977446000E-01,6.05268897344000E-01,5.53924093276000E-06,-3.49342978352000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,NRS_F140X_OTEIP_MSA_L1,None,TRANSFORM,,,,,,,,-2.27962000000000E-07,-2.60940000000000E-07,6.14735977446000E-01,6.05268897344000E-01,5.53924093276000E-06,-3.49342978352000E-04,-4.12970000000000E+01,,,,,,,,,,,,,,2014-01-01,
*END*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,"August 10, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
