,xSci offset,ySci offset,Sci2IdlX00,Sci2IdlX10,Sci2IdlX11,Sci2IdlX20,Sci2IdlX21,Sci2IdlX22,Sci2IdlX30,Sci2IdlX31,Sci2IdlX32,Sci2IdlX33,Sci2IdlX40,Sci2IdlX41,Sci2IdlX42,Sci2IdlX43,Sci2IdlX44,Sci2IdlY00,Sci2IdlY10,Sci2IdlY11,Sci2IdlY20,Sci2IdlY21,Sci2IdlY22,Sci2IdlY30,Sci2IdlY31,Sci2IdlY32,Sci2IdlY33,Sci2IdlY40,Sci2IdlY41,Sci2IdlY42,Sci2IdlY43,Sci2IdlY44
NIS_AMI2,-1,-0.0099,-0.065387,-6.625350408840E-04,-3.701874463766E-04,6.586472886963E-02,-9.032437812872E+01,-0.5763,,,,,,,,,,,,,,,,,,,,,,,,
NIS_AMI3,-1,-0.0099,-0.065385,-6.628359643543E-04,-3.709732928894E-04,6.586551506270E-02,-9.032507210002E+01,-0.5766,,,,,,,,,,,,,,,,,,,,,,,,
NIS_AMI4,-1,-0.0099,-0.065383,-6.642763067514E-04,-3.664028395188E-04,6.586654892397E-02,-9.032107963176E+01,-0.5778,,,,,,,,,,,,,,,,,,,,,,,,
NIS_AMITA,-1,-0.0099,-0.065387,-6.627283462643E-04,-3.662342197896E-04,6.586455110157E-02,-9.032091285216E+01,-0.5765,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SOSSTA,-1,-0.0099,-0.065357,-6.591678591259E-04,-2.607390978620E-04,6.589808728615E-02,-9.022857754815E+01,-0.5731,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS_OFFSET,-1,-0.0099,-0.065398,-6.555331533051E-04,-3.500877085788E-04,6.588990286352E-02,-9.030671349668E+01,-0.5700,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS64,-1,-0.0099,-0.065382,-6.680353676283E-04,-2.756548610121E-04,6.574164512999E-02,-9.024156223382E+01,-0.5822,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS64R,-1,-0.0099,-0.065343,-6.689955085973E-04,-2.543005742063E-04,6.589944257142E-02,-9.022298239426E+01,-0.5816,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS64R3,-1,-0.0099,-0.065372,-6.621432273065E-04,-2.665995432797E-04,6.582486940264E-02,-9.023366273220E+01,-0.5763,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS64C,-1,-0.0099,-0.065399,-6.522257553874E-04,-3.332089523489E-04,6.573684128932E-02,-9.029192061753E+01,-0.5685,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS64C3,-1,-0.0099,-0.065379,-6.591932369772E-04,-2.860626898220E-04,6.574938357574E-02,-9.025069462256E+01,-0.5744,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS128,-1,-0.0099,-0.065379,-6.649176685715E-04,-2.757067571838E-04,6.576094473242E-02,-9.024161767591E+01,-0.5793,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS128R,-1,-0.0099,-0.065345,-6.679432364570E-04,-2.573323148773E-04,6.589932254702E-02,-9.022563448739E+01,-0.5807,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS128R3,-1,-0.0099,-0.065372,-6.610892498733E-04,-2.682945682902E-04,6.582577331854E-02,-9.023514859912E+01,-0.5754,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS128C,-1,-0.0099,-0.065399,-6.524936020115E-04,-3.346394178165E-04,6.574840562612E-02,-9.029317330426E+01,-0.5686,,,,,,,,,,,,,,,,,,,,,,,,
NIS_WFSS128C3,-1,-0.0099,-0.065378,-6.585832678871E-04,-2.854527546924E-04,6.576115033029E-02,-9.025016313936E+01,-0.5738,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SUB64,-1,-0.0099,-0.065382,-6.680353676283E-04,-2.756548610121E-04,6.574164512999E-02,-9.024156223382E+01,-0.5822,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SUB128,-1,-0.0099,-0.065380,-6.658909415952E-04,-2.756377480654E-04,6.575482466286E-02,-9.024155416423E+01,-0.5802,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SUB256,-1,-0.0099,-0.065377,-6.621379627088E-04,-2.762401903093E-04,6.577900941666E-02,-9.024209336509E+01,-0.5767,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SUBAMPCAL,-1,-0.0099,-0.065398,-6.555039467512E-04,-3.497982863008E-04,6.588998787280E-02,-9.030646047104E+01,-0.5700,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SUBSTRIP96,-1,-0.0099,-0.065357,-6.591678591259E-04,-2.607390978620E-04,6.589808728615E-02,-9.022857754815E+01,-0.5731,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SUBSTRIP256,-1,-0.0099,-0.065357,-6.591678591259E-04,-2.607390978620E-04,6.589808728615E-02,-9.022857754815E+01,-0.5731,,,,,,,,,,,,,,,,,,,,,,,,
NIS_FP1MIMF,-1,-0.0099,-0.065398,-6.555599639681E-04,-3.500590422540E-04,6.588988862974E-02,-9.030668871070E+01,-0.5700,,,,,,,,,,,,,,,,,,,,,,,,
NIS_FP2MIMF,-1,-0.0099,-0.065357,-6.648963476284E-04,-2.851839588879E-04,6.589250208579E-02,-9.025000703176E+01,-0.5781,,,,,,,,,,,,,,,,,,,,,,,,
NIS_FP3MIMF,-1,-0.0099,-0.065413,-6.343125913275E-04,-4.634858744249E-04,6.584230756633E-02,-9.040596497291E+01,-0.5520,,,,,,,,,,,,,,,,,,,,,,,,
NIS_FP4MIMF,-1,-0.0099,-0.065418,-6.560781408228E-04,-3.643578291916E-04,6.576061718762E-02,-9.031911422712E+01,-0.5716,,,,,,,,,,,,,,,,,,,,,,,,
NIS_FP5MIMF,-1,-0.0099,-0.065378,-6.637232975710E-04,-2.758689949281E-04,6.576859154721E-02,-9.024176347205E+01,-0.5782,,,,,,,,,,,,,,,,,,,,,,,,
NIS_AMIFULL,-1,-0.0099,-0.065384,-6.636127611485E-04,-3.675280018035E-04,6.586577115614E-02,-9.032205863074E+01,-0.5772,,,,,,,,,,,,,,,,,,,,,,,,
NIS_SOSSFULL,-1,-0.0099,-0.065357,-6.591678591259E-04,-2.607390978620E-04,6.589808728615E-02,-9.022857754815E+01,-0.5731,,,,,,,,,,,,,,,,,,,,,,,,
